,long,short,ticker,timestamp
396,ColossusXT,COLX,COLX/USD,2018-05-02 12:20:06.608871
397,RevolutionVR,RVR,RVR/USD,2018-05-02 12:20:06.608871
398,ProChain,PRA,PRA/USD,2018-05-02 12:20:06.608871
399,OctoCoin,888,888/USD,2018-05-02 12:20:06.608871
400,GridCoin,GRC,GRC/USD,2018-05-02 12:20:06.608871
401,FlorinCoin,FLO,FLO/USD,2018-05-02 12:20:06.608871
402,SIBCoin,SIB,SIB/USD,2018-05-02 12:20:06.608871
403,SureRemit,RMT,RMT/USD,2018-05-02 12:20:06.608871
404,indaHash,IDH,IDH/USD,2018-05-02 12:20:06.608871
405,OracleChain,OCT,OCT/USD,2018-05-02 12:20:06.608871
406,Ormeus Coin,ORME,ORME/USD,2018-05-02 12:20:06.608871
407,Pareto Network,PARETO,PARETO/USD,2018-05-02 12:20:06.608871
408,Covesting,COV,COV/USD,2018-05-02 12:20:06.608871
409,carVertical,CV,CV/USD,2018-05-02 12:20:06.608871
410,MedicCoin,MEDIC,MEDIC/USD,2018-05-02 12:20:06.608871
411,Storiqa,STQ,STQ/USD,2018-05-02 12:20:06.608871
412,Primas,PST,PST/USD,2018-05-02 12:20:06.608871
413,ALQO,ALQO,ALQO/USD,2018-05-02 12:20:06.608871
414,MktCoin,MLM,MLM/USD,2018-05-02 12:20:06.608871
415,Mooncoin,MOON,MOON/USD,2018-05-02 12:20:06.608871
416,Flash,FLASH,FLASH/USD,2018-05-02 12:20:06.608871
417,Uquid Coin,UQC,UQC/USD,2018-05-02 12:20:06.608871
418,ICOS,ICOS,ICOS/USD,2018-05-02 12:20:06.608871
419,Divi,DIVX,DIVX/USD,2018-05-02 12:20:06.608871
420,MonetaryUnit,MUE,MUE/USD,2018-05-02 12:20:06.608871
421,Hacken,HKN,HKN/USD,2018-05-02 12:20:06.608871
422,OneRoot Network,RNT,RNT/USD,2018-05-02 12:20:06.608871
423,TE-FOOD,TFD,TFD/USD,2018-05-02 12:20:06.608871
424,Zap,ZAP,ZAP/USD,2018-05-02 12:20:06.608871
425,LATOKEN,LA,LA/USD,2018-05-02 12:20:06.608871
426,Bitcoin Atom,BCA,BCA/USD,2018-05-02 12:20:06.608871
427,E-Dinar Coin,EDR,EDR/USD,2018-05-02 12:20:06.608871
428,Swarm,SWM,SWM/USD,2018-05-02 12:20:06.608871
429,PRIZM,PZM,PZM/USD,2018-05-02 12:20:06.608871
430,Expanse,EXP,EXP/USD,2018-05-02 12:20:06.608871
431,PoSW Coin,POSW,POSW/USD,2018-05-02 12:20:06.608871
432,Blackmoon,BMC,BMC/USD,2018-05-02 12:20:06.608871
433,aXpire,AXP,AXP/USD,2018-05-02 12:20:06.608871
434,Stox,STX,STX/USD,2018-05-02 12:20:06.608871
435,Devery,EVE,EVE/USD,2018-05-02 12:20:06.608871
436,LUXCoin,LUX,LUX/USD,2018-05-02 12:20:06.608871
437,OKCash,OK,OK/USD,2018-05-02 12:20:06.608871
438,WhiteCoin,XWC,XWC/USD,2018-05-02 12:20:06.608871
439,Incent,INCNT,INCNT/USD,2018-05-02 12:20:06.608871
440,Banyan Network,BBN,BBN/USD,2018-05-02 12:20:06.608871
441,SwissBorg,CHSB,CHSB/USD,2018-05-02 12:20:06.608871
442,Smartlands,SLT,SLT/USD,2018-05-02 12:20:06.608871
443,Bismuth,BIS,BIS/USD,2018-05-02 12:20:06.608871
444,ATMChain,ATM,ATM/USD,2018-05-02 12:20:06.608871
445,iXledger,IXT,IXT/USD,2018-05-02 12:20:06.608871
446,bitUSD,BITUSD,BITUSD/USD,2018-05-02 12:20:06.608871
447,Neumark,NEU,NEU/USD,2018-05-02 12:20:06.608871
448,DecentBet,DBET,DBET/USD,2018-05-02 12:20:06.608871
449,SolarCoin,SLR,SLR/USD,2018-05-02 12:20:06.608871
450,PolySwarm,NCT,NCT/USD,2018-05-02 12:20:06.608871
451,Bee Token,BEE,BEE/USD,2018-05-02 12:20:06.608871
452,NeosCoin,NEOS,NEOS/USD,2018-05-02 12:20:06.608871
453,Rise,RISE,RISE/USD,2018-05-02 12:20:06.608871
454,Rubycoin,RBY,RBY/USD,2018-05-02 12:20:06.608871
455,Credo,CREDO,CREDO/USD,2018-05-02 12:20:06.608871
456,Myriad,XMY,XMY/USD,2018-05-02 12:20:06.608871
457,EncrypGen,DNA,DNA/USD,2018-05-02 12:20:06.608871
458,Polybius,PLBT,PLBT/USD,2018-05-02 12:20:06.608871
459,Clams,CLAM,CLAM/USD,2018-05-02 12:20:06.608871
460,Paragon,PRG,PRG/USD,2018-05-02 12:20:06.608871
461,Guaranteed Et...,GETX,GETX/USD,2018-05-02 12:20:06.608871
462,Patientory,PTOY,PTOY/USD,2018-05-02 12:20:06.608871
463,Titanium BAR,TBAR,TBAR/USD,2018-05-02 12:20:06.608871
464,BitSend,BSD,BSD/USD,2018-05-02 12:20:06.608871
465,LoMoCoin,LMC,LMC/USD,2018-05-02 12:20:06.608871
466,Linda,LINDA,LINDA/USD,2018-05-02 12:20:06.608871
467,SixEleven,611,611/USD,2018-05-02 12:20:06.608871
468,Rialto,XRL,XRL/USD,2018-05-02 12:20:06.608871
469,BitDegree,BDG,BDG/USD,2018-05-02 12:20:06.608871
470,Flixxo,FLIXX,FLIXX/USD,2018-05-02 12:20:06.608871
471,Interplanetar...,IPBC,IPBC/USD,2018-05-02 12:20:06.608871
472,FedoraCoin,TIPS,TIPS/USD,2018-05-02 12:20:06.608871
473,AurumCoin,AU,AU/USD,2018-05-02 12:20:06.608871
474,Remme,REM,REM/USD,2018-05-02 12:20:06.608871
475,Energycoin,ENRG,ENRG/USD,2018-05-02 12:20:06.608871
476,Nexium,NXC,NXC/USD,2018-05-02 12:20:06.608871
477,Nimiq Exchang...,NET,NET/USD,2018-05-02 12:20:06.608871
478,XPA,XPA,XPA/USD,2018-05-02 12:20:06.608871
479,Swarm City,SWT,SWT/USD,2018-05-02 12:20:06.608871
480,Boolberry,BBR,BBR/USD,2018-05-02 12:20:06.608871
481,REBL,REBL,REBL/USD,2018-05-02 12:20:06.608871
482,Auctus,AUC,AUC/USD,2018-05-02 12:20:06.608871
483,Effect.AI,EFX,EFX/USD,2018-05-02 12:20:06.608871
484,Etheroll,DICE,DICE/USD,2018-05-02 12:20:06.608871
485,FintruX Network,FTX,FTX/USD,2018-05-02 12:20:06.608871
486,Debitum,DEB,DEB/USD,2018-05-02 12:20:06.608871
487,FoldingCoin,FLDC,FLDC/USD,2018-05-02 12:20:06.608871
488,MUSE,MUSE,MUSE/USD,2018-05-02 12:20:06.608871
489,Everus,EVR,EVR/USD,2018-05-02 12:20:06.608871
490,Payfair,PFR,PFR/USD,2018-05-02 12:20:06.608871
491,Snovio,SNOV,SNOV/USD,2018-05-02 12:20:06.608871
492,Musicoin,MUSIC,MUSIC/USD,2018-05-02 12:20:06.608871
493,Cashaa,CAS,CAS/USD,2018-05-02 12:20:06.608871
494,CoinPoker,CHP,CHP/USD,2018-05-02 12:20:06.608871
495,CVCoin,CVCOIN,CVCOIN/USD,2018-05-02 12:20:06.608871
496,Block Array,ARY,ARY/USD,2018-05-02 12:20:06.608871
497,NoLimitCoin,NLC2,NLC2/USD,2018-05-02 12:20:06.608871
498,DomRaider,DRT,DRT/USD,2018-05-02 12:20:06.608871
499,Bounty0x,BNTY,BNTY/USD,2018-05-02 12:20:06.608871
500,BnkToTheFuture,BFT,BFT/USD,2018-05-03 09:52:15.815425
501,BitClave,CAT,CAT/USD,2018-05-03 09:52:15.815425
502,Lendingblock,LND,LND/USD,2018-05-03 09:52:15.815425
503,ATBCoin,ATB,ATB/USD,2018-05-03 09:52:15.815425
504,Maecenas,ART,ART/USD,2018-05-03 09:52:15.815425
505,Dovu,DOVU,DOVU/USD,2018-05-03 09:52:15.815425
506,Pure,PURE,PURE/USD,2018-05-03 09:52:15.815425
507,Hedge,HDG,HDG/USD,2018-05-03 09:52:15.815425
508,Polis,POLIS,POLIS/USD,2018-05-03 09:52:15.815425
509,DNotes,NOTE,NOTE/USD,2018-05-04 09:46:41.140687
510,Zebi,ZCO,ZCO/USD,2018-05-04 09:46:41.140687
511,Polcoin,PLC,PLC/USD,2018-05-04 09:46:41.140687
512,DubaiCoin,DBIX,DBIX/USD,2018-05-04 09:46:41.140687
